N_unmapped	12748295
N_multimapping	1692284
N_noFeature	3845248
N_ambiguous	18508
PBANKA_0000101	0
PBANKA_0000201	0
PBANKA_0000301	4
PBANKA_0000401	14
PBANKA_0000600	11
PBANKA_0000701	4
PBANKA_0000801	3
PBANKA_0000901	7
PBANKA_0001001	515
PBANKA_0001101	2
PBANKA_0001200	1
PBANKA_0001201	72
PBANKA_0001301	44
PBANKA_0001401	67
PBANKA_0001501	0
PBANKA_0001601	0
PBANKA_0006300	245
PBANKA_0006401	0
PBANKA_0006501	0
PBANKA_0006600	0
PBANKA_0006701	0
PBANKA_0006800	0
PBANKA_0006900	0
PBANKA_0007000	0
PBANKA_0007100	0
PBANKA_0007200	0
PBANKA_0007300	0
PBANKA_0007401	0
PBANKA_0007501	0
PBANKA_0007601	0
PBANKA_0007701	20
PBANKA_0007801	5
PBANKA_0007901	0
PBANKA_0008001	0
PBANKA_0008101	34
PBANKA_0008201	8
PBANKA_0008301	0
PBANKA_0008401	0
PBANKA_0008501	0
PBANKA_0008601	0
PBANKA_0008701	0
PBANKA_0008801	1
PBANKA_0008901	2
PBANKA_0009101	1
PBANKA_0100021	276
PBANKA_0100041	18
PBANKA_0100061	631
PBANKA_0100081	0
PBANKA_0100100	213
PBANKA_0100200	2391
PBANKA_0100300	10
PBANKA_0100400	488
PBANKA_0100500	9523
PBANKA_0100600	5579
PBANKA_0100700	54327
PBANKA_0100800	3319
PBANKA_0100900	11539
PBANKA_0101000	6481
PBANKA_0101100	178
PBANKA_0101200	5457
PBANKA_0101300	4680
PBANKA_0101400	12765
PBANKA_0101500	640
PBANKA_0101600	1644
PBANKA_0101700	3833
PBANKA_0101800	6812
PBANKA_0101900	3543
PBANKA_0102000	3508
PBANKA_0102100	4414
PBANKA_0102200	5694
PBANKA_0102300	692
PBANKA_0102400	575
PBANKA_0102500	2085
PBANKA_0102600	3401
PBANKA_0102700	225
PBANKA_0102800	2559
PBANKA_0102900	148
PBANKA_0103000	869
PBANKA_0103100	2157
PBANKA_0103200	36
PBANKA_0103300	44893
PBANKA_0103400	3443
PBANKA_0103500	508
PBANKA_0103700	1568
PBANKA_0103800	3610
PBANKA_0103900	8561
PBANKA_0104000	3648
PBANKA_0104100	1338
PBANKA_0104200	202
PBANKA_0104300	663
PBANKA_0104400	392
PBANKA_0104500	36
PBANKA_0104600	7322
PBANKA_0104700	1434
PBANKA_0104800	3819
PBANKA_0104900	15323
PBANKA_0105000	3142
PBANKA_0105100	68
PBANKA_0105200	7997
PBANKA_0105300	13317
PBANKA_0105400	16582
PBANKA_0105500	5458
PBANKA_0105600	34039
PBANKA_0105700	362
PBANKA_0105800	1037
PBANKA_0105900	876
PBANKA_0106000	3658
PBANKA_0106100	505
PBANKA_0106200	408
PBANKA_0106300	228
PBANKA_0106400	4184
PBANKA_0106500	5214
PBANKA_0106600	4268
PBANKA_0106700	6451
PBANKA_0106800	749
PBANKA_0106900	1056
PBANKA_0106950	1311
PBANKA_0107000	1770
PBANKA_0107100	13056
PBANKA_0107200	277
PBANKA_0107300	31059
PBANKA_0107400	10995
PBANKA_0107500	2102
PBANKA_0107600	4962
PBANKA_0107700	11969
PBANKA_0107800	280
PBANKA_0107900	3446
PBANKA_0108000	1259
PBANKA_0108100	991
PBANKA_0108200	5471
PBANKA_0108300	18
PBANKA_0108400	2876
PBANKA_0108500	3709
PBANKA_0108600	6173
PBANKA_0108700	17416
PBANKA_0108800	1150
PBANKA_0108900	4809
PBANKA_0109000	1782
PBANKA_0109100	42636
PBANKA_0109200	18231
PBANKA_0109300	1635
PBANKA_0109400	936
PBANKA_0109500	5468
PBANKA_0109600	5899
PBANKA_0109700	8039
PBANKA_0109800	38
PBANKA_0109900	73
PBANKA_0110000	10758
PBANKA_0110100	5403
PBANKA_0110200	2792
PBANKA_0110300	32
PBANKA_0110400	2713
PBANKA_0110500	2959
PBANKA_0110600	124
PBANKA_0110700	46
PBANKA_0110800	115
PBANKA_0110900	2629
PBANKA_0111000	248
PBANKA_0111100	1702
PBANKA_0111200	11799
PBANKA_0111300	6497
PBANKA_0111400	3127
PBANKA_0111500	664
PBANKA_0111600	408
PBANKA_0111700	2598
PBANKA_0111800	2947
PBANKA_0111900	609
PBANKA_0112000	1961
PBANKA_0112100	821
PBANKA_0112200	1293
PBANKA_0112300	1934
PBANKA_0112400	2628
PBANKA_0112500	4622
PBANKA_0112600	11556
PBANKA_0112621	260
PBANKA_0112641	1929
PBANKA_0112661	2
PBANKA_0112681	0
PBANKA_0112701	2
PBANKA_0112721	59
PBANKA_0200400	3932
PBANKA_0200500	342
PBANKA_0200600	853
PBANKA_0200650	43
PBANKA_0200670	0
PBANKA_0200700	161
PBANKA_0200751	39
PBANKA_0201000	2757
PBANKA_0201051	111
PBANKA_0201100	135
PBANKA_0201200	45
PBANKA_0201250	6475
PBANKA_0201300	2963
PBANKA_0201340	5960
PBANKA_0201360	240
PBANKA_0201400	565
PBANKA_0201450	24
PBANKA_0201500	16218
PBANKA_0201600	322529
PBANKA_0201700	290
PBANKA_0201800	5806
PBANKA_0201900	4552
PBANKA_0202000	11021
PBANKA_0202100	130
PBANKA_0202200	2124
PBANKA_0202300	4765
PBANKA_0202400	1445
PBANKA_0202500	381
PBANKA_0202600	506
PBANKA_0202700	5473
PBANKA_0202800	1286
PBANKA_0202900	7293
PBANKA_0203000	20779
PBANKA_0203100	8236
PBANKA_0203200	5119
PBANKA_0203300	2839
PBANKA_0203400	1024
PBANKA_0203500	6031
PBANKA_0203600	1304
PBANKA_0203650	2741
PBANKA_0203750	663
PBANKA_0203800	5285
PBANKA_0203900	1086
PBANKA_0204000	3196
PBANKA_0204100	6057
PBANKA_0204200	1151
PBANKA_0204300	102
PBANKA_0204400	3563
PBANKA_0204500	146
PBANKA_0204600	349
PBANKA_0204700	3401
PBANKA_0204800	12303
PBANKA_0204900	1203
PBANKA_0205000	4760
PBANKA_0205100	1869
PBANKA_0205200	54497
PBANKA_0205300	3195
PBANKA_0205400	11361
PBANKA_0205500	486
PBANKA_0205600	1888
PBANKA_0205700	226
PBANKA_0205800	1439
PBANKA_0205900	16320
PBANKA_0206000	2065
PBANKA_0206100	2677
PBANKA_0206200	1926
PBANKA_0206300	1610
PBANKA_0206400	366
PBANKA_0206500	2371
PBANKA_0206600	5529
PBANKA_0206700	88
PBANKA_0206800	1120
PBANKA_0206900	1800
PBANKA_0207000	17719
PBANKA_0207100	10
PBANKA_0207200	3451
PBANKA_0207300	133
PBANKA_0207400	696
PBANKA_0207500	316
PBANKA_0207600	3343
PBANKA_0207700	4763
PBANKA_0207800	2462
PBANKA_0207900	13
PBANKA_0208000	440
PBANKA_0208100	7318
PBANKA_0208200	3960
PBANKA_0208300	1284
PBANKA_0208400	365
PBANKA_0208500	2820
PBANKA_0208600	2951
PBANKA_0208700	12796
PBANKA_0208800	28345
PBANKA_0208900	547
PBANKA_0209000	69
PBANKA_0209100	32
PBANKA_0209200	1402
PBANKA_0209300	218
PBANKA_0209400	927
PBANKA_0209500	4924
PBANKA_0209600	812
PBANKA_0209700	1195
PBANKA_0209800	1208
PBANKA_0209900	2619
PBANKA_0210000	1735
PBANKA_0210100	21
PBANKA_0210200	17323
PBANKA_0210300	40
PBANKA_0210400	5349
PBANKA_0210500	3714
PBANKA_0210600	44332
PBANKA_0210700	3073
PBANKA_0210800	3004
PBANKA_0210900	1226
PBANKA_0211000	3475
PBANKA_0211100	779
PBANKA_0211200	2186
PBANKA_0211300	5402
PBANKA_0211400	4845
PBANKA_0211500	20141
PBANKA_0211600	2198
PBANKA_0211700	479
PBANKA_0211800	1082
PBANKA_0211900	5289
PBANKA_0212000	678
PBANKA_0212100	45365
PBANKA_0212200	3805
PBANKA_0212300	1986
PBANKA_0212400	4991
PBANKA_0212500	860
PBANKA_0212600	39
PBANKA_0212700	9923
PBANKA_0212800	403
PBANKA_0212900	3850
PBANKA_0213000	8937
PBANKA_0213100	2729
PBANKA_0213200	2648
PBANKA_0213300	2370
PBANKA_0213400	10848
PBANKA_0213500	3861
PBANKA_0213600	5923
PBANKA_0213700	3695
PBANKA_0213800	1349
PBANKA_0213900	27
PBANKA_0214000	553
PBANKA_0214100	804
PBANKA_0214200	12204
PBANKA_0214300	13477
PBANKA_0214400	23248
PBANKA_0214500	2031
PBANKA_0214521	23
PBANKA_0214531	27
PBANKA_0214550	5407
PBANKA_0214600	17354
PBANKA_0214700	26876
PBANKA_0214800	13144
PBANKA_0214900	1879
PBANKA_0214951	316
PBANKA_0215550	498
PBANKA_0215700	134
PBANKA_0215800	105
PBANKA_0215900	17
PBANKA_0216000	1197
PBANKA_0216021	1
PBANKA_0216041	1745
PBANKA_0216061	7285
PBANKA_0216081	1
PBANKA_0216701	437
PBANKA_0216721	5
PBANKA_0216741	1312
PBANKA_0216761	594
PBANKA_0216781	206
PBANKA_0216801	284
PBANKA_0300100	40
PBANKA_0300200	319
PBANKA_0300300	2684
PBANKA_0300400	20
PBANKA_0300500	168
PBANKA_0300600	48933
PBANKA_0300700	1717
PBANKA_0300800	805
PBANKA_0300900	692
PBANKA_0301000	6862
PBANKA_0301100	2542
PBANKA_0301200	570
PBANKA_0301300	3389
PBANKA_0301351	20
PBANKA_0301400	1905
PBANKA_0301500	5427
PBANKA_0301600	641
PBANKA_0301700	1702
PBANKA_0301800	134
PBANKA_0301900	2099
PBANKA_0302000	4537
PBANKA_0302100	876
PBANKA_0302200	253
PBANKA_0302300	2750
PBANKA_0302400	1420
PBANKA_0302500	32997
PBANKA_0302600	1116
PBANKA_0302700	772
PBANKA_0302800	1352
PBANKA_0302900	3
PBANKA_0303000	10
PBANKA_0303100	2808
PBANKA_0303200	3819
PBANKA_0303300	1473
PBANKA_0303400	2922
PBANKA_0303500	776
PBANKA_0303600	44573
PBANKA_0303700	8974
PBANKA_0303800	1123
PBANKA_0303900	3190
PBANKA_0304000	1803
PBANKA_0304100	1690
PBANKA_0304200	1418
PBANKA_0304300	2812
PBANKA_0304400	3527
PBANKA_0304500	2845
PBANKA_0304600	686
PBANKA_0304700	281
PBANKA_0304800	1418
PBANKA_0304900	47233
PBANKA_0305000	9087
PBANKA_0305100	3891
PBANKA_0305200	5555
PBANKA_0305300	2068
PBANKA_0305400	1171
PBANKA_0305500	1125
PBANKA_0305600	1724
PBANKA_0305700	1235
PBANKA_0305800	3839
PBANKA_0305900	1739
PBANKA_0306000	1547
PBANKA_0306100	981
PBANKA_0306200	11018
PBANKA_0306300	7566
PBANKA_0306400	2020
PBANKA_0306500	7134
