N_unmapped	23849297
N_multimapping	668478
N_noFeature	1897781
N_ambiguous	13036
PBANKA_0000101	0
PBANKA_0000201	0
PBANKA_0000301	6
PBANKA_0000401	1
PBANKA_0000600	11
PBANKA_0000701	1
PBANKA_0000801	1
PBANKA_0000901	7
PBANKA_0001001	83
PBANKA_0001101	0
PBANKA_0001200	0
PBANKA_0001201	8
PBANKA_0001301	2
PBANKA_0001401	0
PBANKA_0001501	0
PBANKA_0001601	0
PBANKA_0006300	25
PBANKA_0006401	0
PBANKA_0006501	0
PBANKA_0006600	0
PBANKA_0006701	0
PBANKA_0006800	0
PBANKA_0006900	0
PBANKA_0007000	0
PBANKA_0007100	0
PBANKA_0007200	0
PBANKA_0007300	0
PBANKA_0007401	0
PBANKA_0007501	0
PBANKA_0007601	0
PBANKA_0007701	15
PBANKA_0007801	5
PBANKA_0007901	0
PBANKA_0008001	0
PBANKA_0008101	36
PBANKA_0008201	6
PBANKA_0008301	0
PBANKA_0008401	0
PBANKA_0008501	0
PBANKA_0008601	0
PBANKA_0008701	0
PBANKA_0008801	1
PBANKA_0008901	0
PBANKA_0009101	0
PBANKA_0100021	124
PBANKA_0100041	2
PBANKA_0100061	214
PBANKA_0100081	1
PBANKA_0100100	157
PBANKA_0100200	983
PBANKA_0100300	3
PBANKA_0100400	159
PBANKA_0100500	3117
PBANKA_0100600	2462
PBANKA_0100700	23035
PBANKA_0100800	1547
PBANKA_0100900	4305
PBANKA_0101000	3368
PBANKA_0101100	144
PBANKA_0101200	2541
PBANKA_0101300	1628
PBANKA_0101400	4948
PBANKA_0101500	498
PBANKA_0101600	457
PBANKA_0101700	1768
PBANKA_0101800	3268
PBANKA_0101900	1644
PBANKA_0102000	1988
PBANKA_0102100	1687
PBANKA_0102200	2117
PBANKA_0102300	1096
PBANKA_0102400	483
PBANKA_0102500	910
PBANKA_0102600	1761
PBANKA_0102700	131
PBANKA_0102800	941
PBANKA_0102900	153
PBANKA_0103000	393
